model_version,algorithm,prediction_target,threshold,accuracy,precision,recall,f1_score,roc_auc,pr_auc,brier_score,test_samples
careai_xgboost_v1,XGBoost,30-day readmission,0.15000000000000002,0.7743932396580525,0.20746155785228132,0.3623954205195949,0.2638666239179224,0.6509832480703917,0.20255623989776578,0.09579599389989721,20354
